"ID Renabap","Nombre del barrio","Cantidad de familias que viven en el barrio","Año de creación del barrio","Década de creación del barrio","Tipología barrial","Situación dominial","Situación predominante sobre la conexión a la energía eléctrica ","Situación predominante sobre la conexión a la red cloacal","Situación predominante sobre la conexión a la red de agua","Situación predominante sobre la conexión a la red de gas","wkt","Código de provincia","Nombre de provincia","Código de departamento","Nombre de departamento","Código de radio","Nombre de radio","Superficie en km2","Latitud del centroide","Longitud del centroide","Geometría en WKT"
1373,"San Atilio",374,0,"Década 2000","Asentamiento","NO","Conexión irregular a la red","Desagüe sólo a pozo negro/ciego u hoyo","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.819239022172 -34.501924878801, -58.819524347516 -34.502214059617, -58.819841638966 -34.502536896281, -58.819913008387 -34.502987068455, -58.819985582895 -34.503212689564, -58.820138515348 -34.503565676196, -58.819638091718 -34.503808770242, -58.819529715836 -34.503912788822, -58.819168251282 -34.504336028794, -58.818801335715 -34.504745163673, -58.818825615075 -34.504890633769, -58.818049534161 -34.505673071231, -58.81829251685 -34.505829550867, -58.817824466095 -34.506337733821, -58.817219425186 -34.50596257026, -58.814296924923 -34.504010285327, -58.815023947622 -34.503220139786, -58.815109 -34.503092, -58.8155186 -34.5029296, -58.816114598094 -34.502828058035, -58.819239022172 -34.501924878801))","06","Buenos Aires","06412","José C. Paz","064121001","",0.13848316146508,-34.503905,-58.817422,"POLYGON((-58.819239 -34.501924,-58.819524 -34.502214,-58.819841 -34.502536,-58.819913 -34.502987,-58.819985 -34.503212,-58.820138 -34.503565,-58.819638 -34.503808,-58.819529 -34.503912,-58.819168 -34.504336,-58.818801 -34.504745,-58.818825 -34.504890,-58.818049 -34.505673,-58.818292 -34.505829,-58.817824 -34.506337,-58.817219 -34.505962,-58.814296 -34.504010,-58.815023 -34.503220,-58.815109 -34.503092,-58.815518 -34.502929,-58.816114 -34.502828,-58.819239 -34.501924))"
259,"Nuestra Señora de Caacupé",138,2014,"Década 2010","Asentamiento","NO","Conexión irregular a la red","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.785122077828 -34.516764664874, -58.782676245405 -34.515226480435, -58.78432521512 -34.51351712615, -58.784391401066 -34.513548013846, -58.785160709923 -34.514047165618, -58.785779017943 -34.514448564939, -58.7857872433 -34.514500421074, -58.786599033836 -34.51506986443, -58.786238947009 -34.515547789987, -58.786201249396 -34.515619607002, -58.78574419147 -34.51619453936, -58.785122077828 -34.516764664874))","06","Buenos Aires","06412","José C. Paz","064121101","",0.06729217772797,-34.51515,-58.784692,"POLYGON((-58.785122 -34.516764,-58.782676 -34.515226,-58.784325 -34.513517,-58.784391 -34.513548,-58.785160 -34.514047,-58.785779 -34.514448,-58.785787 -34.514500,-58.786599 -34.515069,-58.786238 -34.515547,-58.786201 -34.515619,-58.785744 -34.516194,-58.785122 -34.516764))"
661,"11 de Septiembre y Fernández Moreno",303,0,"Década 2000","Asentamiento","NO","Conexión irregular a la red","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.790022185879 -34.51489613885, -58.787203769628 -34.518115639861, -58.786109457242 -34.517417298302, -58.785057470855 -34.518451783558, -58.783495283591 -34.520049924049, -58.783423566403 -34.520123291785, -58.782702684 -34.519636179, -58.782750546206 -34.519561124929, -58.782868981 -34.519375404, -58.782917261 -34.518872329025, -58.783313667613 -34.518453951578, -58.783550842614 -34.518178727427, -58.783614635 -34.518009634, -58.783869066131 -34.517788862693, -58.784158174056 -34.517451219966, -58.784531231354 -34.517112085515, -58.785122592933 -34.516827901187, -58.785234813036 -34.516743491719, -58.785716380207 -34.516287068693, -58.785809899236 -34.516217132478, -58.786191610754 -34.515689334295, -58.786224837106 -34.515624425727, -58.786613217426 -34.515089644771, -58.786646420355 -34.515055763073, -58.787051250215 -34.514517098585, -58.787099296503 -34.514460393876, -58.787699675799 -34.513682805617, -58.788134649095 -34.513794054452, -58.788158419076 -34.513808996688, -58.788238952204 -34.513841775648, -58.790022185879 -34.51489613885))","06","Buenos Aires","06412","José C. Paz","064121101","",0.15157161175095,-34.516631,-58.786559,"POLYGON((-58.790022 -34.514896,-58.787203 -34.518115,-58.786109 -34.517417,-58.785057 -34.518451,-58.783495 -34.520049,-58.783423 -34.520123,-58.782702 -34.519636,-58.782750 -34.519561,-58.782868 -34.519375,-58.782917 -34.518872,-58.783313 -34.518453,-58.783550 -34.518178,-58.783614 -34.518009,-58.783869 -34.517788,-58.784158 -34.517451,-58.784531 -34.517112,-58.785122 -34.516827,-58.785234 -34.516743,-58.785716 -34.516287,-58.785809 -34.516217,-58.786191 -34.515689,-58.786224 -34.515624,-58.786613 -34.515089,-58.786646 -34.515055,-58.787051 -34.514517,-58.787099 -34.514460,-58.787699 -34.513682,-58.788134 -34.513794,-58.788158 -34.513808,-58.788238 -34.513841,-58.790022 -34.514896))"
1384,"La Cava",308,0,"Década 1990","Villa","NO","Conexión formal a la red con medidor domiciliario con factura","Desagüe sólo a pozo negro/ciego u hoyo","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.785041571 -34.512696622, -58.78557429 -34.512127004, -58.785722852 -34.511847923, -58.785073757 -34.511454513, -58.788472678181 -34.510495476645, -58.790229724209 -34.511677340182, -58.788198402934 -34.513780629373, -58.787693203379 -34.513559638067, -58.786972685441 -34.51447798617, -58.786568695589 -34.51497360255, -58.78602151568 -34.514596934101, -58.785228699445 -34.514051174222, -58.785160978696 -34.514015688773, -58.784377987554 -34.513507577213, -58.785041571 -34.512696622))","06","Buenos Aires","06412","José C. Paz","064121101","",0.13935333108786,-34.512517,-58.7872,"POLYGON((-58.785041 -34.512696,-58.785574 -34.512127,-58.785722 -34.511847,-58.785073 -34.511454,-58.788472 -34.510495,-58.790229 -34.511677,-58.788198 -34.513780,-58.787693 -34.513559,-58.786972 -34.514477,-58.786568 -34.514973,-58.786021 -34.514596,-58.785228 -34.514051,-58.785160 -34.514015,-58.784377 -34.513507,-58.785041 -34.512696))"
1079,"Terminal 391",110,0,"Década 2000","Asentamiento","NO","Conexión irregular a la red","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.792135683531 -34.517049455132, -58.791829076203 -34.517346571239, -58.790090260857 -34.516229489599, -58.789732365756 -34.516605657125, -58.789428826579 -34.516896835121, -58.788807896867 -34.516466868351, -58.788763277283 -34.516396230989, -58.789123005934 -34.515952778266, -58.790012503674 -34.515054112557, -58.790586568815 -34.515417887426, -58.790265705098 -34.515851333672, -58.792135683531 -34.517049455132))","06","Buenos Aires","06412","José C. Paz","064121103","",0.02461066021916,-34.516219,-58.790195,"POLYGON((-58.792135 -34.517049,-58.791829 -34.517346,-58.790090 -34.516229,-58.789732 -34.516605,-58.789428 -34.516896,-58.788807 -34.516466,-58.788763 -34.516396,-58.789123 -34.515952,-58.790012 -34.515054,-58.790586 -34.515417,-58.790265 -34.515851,-58.792135 -34.517049))"
1385,"El Ceibo",605,0,"Década 1980","Asentamiento","NO","Conexión formal a la red con medidor domiciliario con factura","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.782773418422 -34.51972377952, -58.783277476605 -34.520063847754, -58.784582035556 -34.520907577152, -58.783760727 -34.52173777, -58.783532569278 -34.522005679115, -58.783681751927 -34.522135671541, -58.783187574435 -34.522707461904, -58.782144785 -34.522098036, -58.781556605516 -34.52264061907, -58.779059024073 -34.520990631817, -58.780363798 -34.519189766, -58.780834513718 -34.518475287029, -58.781809667395 -34.519134862964, -58.782317747097 -34.519435827174, -58.782773418422 -34.51972377952))","06","Buenos Aires","06412","José C. Paz","064121108","",0.12638816885116,-34.520787,-58.78173,"POLYGON((-58.782773 -34.519723,-58.783277 -34.520063,-58.784582 -34.520907,-58.783760 -34.521737,-58.783532 -34.522005,-58.783681 -34.522135,-58.783187 -34.522707,-58.782144 -34.522098,-58.781556 -34.522640,-58.779059 -34.520990,-58.780363 -34.519189,-58.780834 -34.518475,-58.781809 -34.519134,-58.782317 -34.519435,-58.782773 -34.519723))"
1563,"Mirador de Altube",1231,0,"Década 1980","Villa","NO","Conexión regular a la red con medidor prepago","Desagüe sólo a pozo negro/ciego u hoyo","Bomba de agua de pozo domiciliaria","Gas en garrafa","MULTIPOLYGON(((-58.784432449598 -34.538699464609, -58.786264525265 -34.539962121166, -58.786228101646 -34.540128748143, -58.787403357279 -34.540933412047, -58.788089230633 -34.541403010141, -58.790235687208 -34.539224561504, -58.791182057623 -34.539880562593, -58.791734422667 -34.539315619015, -58.792475313285 -34.538574266389, -58.793459776041 -34.539211925827, -58.791173547507 -34.541572554919, -58.790579275767 -34.542154108338, -58.789769326602 -34.543003064343, -58.788841405606 -34.542358933718, -58.788551732177 -34.54261640872, -58.787533969679 -34.541974438919, -58.78681688599 -34.542712401456, -58.786712480097 -34.542803027937, -58.786370724229 -34.543155735749, -58.786311452611 -34.543184057198, -58.785673046374 -34.542762079107, -58.785101153995 -34.543318341268, -58.784865064871 -34.543161423061, -58.784456776513 -34.543581944359, -58.785063707604 -34.543950604844, -58.78506436573 -34.544035425411, -58.783975274739 -34.545230897088, -58.785085297149 -34.545941134875, -58.784252661698 -34.5468774841, -58.783077514396 -34.546079916609, -58.78367534351 -34.545434251493, -58.779942869169 -34.542898340805, -58.78127941449 -34.541498072551, -58.781583323611 -34.541248102818, -58.782251896708 -34.541708142916, -58.782033193277 -34.54191372254, -58.782748999021 -34.542398934314, -58.784109119041 -34.541021962893, -58.785014912608 -34.540156608241, -58.784506075295 -34.539820106213, -58.783995719027 -34.540349902226, -58.783064822376 -34.539666209282, -58.786126226812 -34.536526660989, -58.786215772229 -34.536549978993, -58.787224283229 -34.537205390326, -58.788637008774 -34.53580682024, -58.789322512324 -34.536231670955, -58.790105244461 -34.535408643794, -58.790064383764 -34.535385953899, -58.790165949208 -34.535227720486, -58.790697514176 -34.535499304484, -58.788851899795 -34.537437651926, -58.789451726916 -34.537841680449, -58.7889171169 -34.538376505561, -58.788319757481 -34.537971306607, -58.78699366294 -34.539310353738, -58.786953037731 -34.539280195253, -58.785954929876 -34.538561219025, -58.785128621089 -34.537965997333, -58.784432449598 -34.538699464609)), ((-58.790999055462 -34.537234756779, -58.791664148182 -34.537660540801, -58.79167658041 -34.537707159858, -58.791396867871 -34.538011735054, -58.791319170044 -34.538030382496, -58.790644753153 -34.537564195531, -58.790916183222 -34.537289908173, -58.790999055462 -34.537234756779)))","06","Buenos Aires","06412","José C. Paz","064121209","",0.45044120849911,-34.541012,-58.786352,"MULTIPOLYGON(((-58.784432 -34.538699,-58.786264 -34.539962,-58.786228 -34.540128,-58.787403 -34.540933,-58.788089 -34.541403,-58.790235 -34.539224,-58.791182 -34.539880,-58.791734 -34.539315,-58.792475 -34.538574,-58.793459 -34.539211,-58.791173 -34.541572,-58.790579 -34.542154,-58.789769 -34.543003,-58.788841 -34.542358,-58.788551 -34.542616,-58.787533 -34.541974,-58.786816 -34.542712,-58.786712 -34.542803,-58.786370 -34.543155,-58.786311 -34.543184,-58.785673 -34.542762,-58.785101 -34.543318,-58.784865 -34.543161,-58.784456 -34.543581,-58.785063 -34.543950,-58.785064 -34.544035,-58.783975 -34.545230,-58.785085 -34.545941,-58.784252 -34.546877,-58.783077 -34.546079,-58.783675 -34.545434,-58.779942 -34.542898,-58.781279 -34.541498,-58.781583 -34.541248,-58.782251 -34.541708,-58.782033 -34.541913,-58.782748 -34.542398,-58.784109 -34.541021,-58.785014 -34.540156,-58.784506 -34.539820,-58.783995 -34.540349,-58.783064 -34.539666,-58.786126 -34.536526,-58.786215 -34.536549,-58.787224 -34.537205,-58.788637 -34.535806,-58.789322 -34.536231,-58.790105 -34.535408,-58.790064 -34.535385,-58.790165 -34.535227,-58.790697 -34.535499,-58.788851 -34.537437,-58.789451 -34.537841,-58.788917 -34.538376,-58.788319 -34.537971,-58.786993 -34.539310,-58.786953 -34.539280,-58.785954 -34.538561,-58.785128 -34.537965,-58.784432 -34.538699)),((-58.790999 -34.537234,-58.791664 -34.537660,-58.791676 -34.537707,-58.791396 -34.538011,-58.791319 -34.538030,-58.790644 -34.537564,-58.790916 -34.537289,-58.790999 -34.537234)))"
732,"Papelitos",220,0,"Década 1980","Villa","NO","Conexión formal a la red con medidor domiciliario con factura","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.783047322706 -34.537693035658, -58.782859626463 -34.537922527367, -58.783988 -34.538662, -58.783393 -34.539267, -58.782599 -34.538715, -58.781295 -34.537866, -58.781633 -34.53753, -58.782293 -34.53689, -58.783452 -34.535675, -58.784021 -34.536037, -58.784445 -34.536306, -58.783047322706 -34.537693035658))","06","Buenos Aires","06412","José C. Paz","064121303","",0.04669521279392,-34.537452,-58.782933,"POLYGON((-58.783047 -34.537693,-58.782859 -34.537922,-58.783988 -34.538662,-58.783393 -34.539267,-58.782599 -34.538715,-58.781295 -34.537866,-58.781633 -34.53753,-58.782293 -34.53689,-58.783452 -34.535675,-58.784021 -34.536037,-58.784445 -34.536306,-58.783047 -34.537693))"
1386,"Mirador de Altube II",165,0,"Década 1960","Villa","NO","Conexión irregular a la red","Desagüe sólo a pozo negro/ciego u hoyo","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.779250927487 -34.544780288559, -58.778782602279 -34.544448926383, -58.778353655554 -34.544159748815, -58.777013799492 -34.543272937609, -58.776409278891 -34.542850662189, -58.777808348165 -34.541486551277, -58.779910242252 -34.542909009919, -58.779114399116 -34.54367826074, -58.779194642804 -34.543743924524, -58.779316157015 -34.543653031162, -58.77993958231 -34.544049373364, -58.779250927487 -34.544780288559))","06","Buenos Aires","06412","José C. Paz","064121305","",0.05802698188204,-34.543071,-58.778314,"POLYGON((-58.779250 -34.544780,-58.778782 -34.544448,-58.778353 -34.544159,-58.777013 -34.543272,-58.776409 -34.542850,-58.777808 -34.541486,-58.779910 -34.542909,-58.779114 -34.543678,-58.779194 -34.543743,-58.779316 -34.543653,-58.779939 -34.544049,-58.779250 -34.544780))"
178,"Concejal Alfonzo II",39,2014,"Década 2010","Asentamiento","NO","Conexión regular a la red con medidor prepago","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.764659021046 -34.53640261809, -58.765913625952 -34.535013048148, -58.766671906 -34.535354112713, -58.765541905045 -34.536880663382, -58.764659021046 -34.53640261809))","06","Buenos Aires","06412","José C. Paz","064121404","",0.01716005363354,-34.535939,-58.765679,"POLYGON((-58.764659 -34.536402,-58.765913 -34.535013,-58.766671 -34.535354,-58.765541 -34.536880,-58.764659 -34.536402))"
1379,"Pueyrredón",160,2014,"Década 2010","Asentamiento","NO","Conexión irregular a la red","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.764294510543 -34.534337936792, -58.763281061439 -34.53562130452, -58.761113685135 -34.534528585633, -58.761753756303 -34.533762884929, -58.760836742607 -34.53324220766, -58.761318381786 -34.532704377244, -58.764294510543 -34.534337936792))","06","Buenos Aires","06412","José C. Paz","064121405","",0.04779837627027,-34.534231,-58.76253,"POLYGON((-58.764294 -34.534337,-58.763281 -34.535621,-58.761113 -34.534528,-58.761753 -34.533762,-58.760836 -34.533242,-58.761318 -34.532704,-58.764294 -34.534337))"
648,"Las Acacias",440,0,"Década 1930","Asentamiento","NO","No tiene conexión eléctrica","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.760202518 -34.535763758, -58.760405671 -34.535452712, -58.761156982 -34.534571334, -58.763095 -34.535566, -58.764668 -34.536444, -58.765459 -34.53685, -58.764539654636 -34.538060101972, -58.762662 -34.537074, -58.762176 -34.53771, -58.76325667436 -34.538271490138, -58.763706 -34.537694184221, -58.764464 -34.538087, -58.763308419 -34.539718529, -58.760339905 -34.538162709, -58.761599822 -34.536546672, -58.760202518 -34.535763758))","06","Buenos Aires","06412","José C. Paz","064121406","",0.13426337043281,-34.537125,-58.762609,"POLYGON((-58.760202 -34.535763,-58.760405 -34.535452,-58.761156 -34.534571,-58.763095 -34.535566,-58.764668 -34.536444,-58.765459 -34.53685,-58.764539 -34.538060,-58.762662 -34.537074,-58.762176 -34.53771,-58.763256 -34.538271,-58.763706 -34.537694,-58.764464 -34.538087,-58.763308 -34.539718,-58.760339 -34.538162,-58.761599 -34.536546,-58.760202 -34.535763))"
387,"Las Acacias",53,0,"Década 1990","Asentamiento","NO","Conexión irregular a la red","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.75831340029 -34.536408955211, -58.757417109452 -34.535967809789, -58.757810702918 -34.5354173796, -58.757871493369 -34.535422826643, -58.75873776247 -34.535838719341, -58.758716084796 -34.53588082292, -58.758670923378 -34.535969032908, -58.7586277941 -34.535960885729, -58.75831340029 -34.536408955211))","06","Buenos Aires","06412","José C. Paz","064121407","",0.00708023599217,-34.535903,-58.758074,"POLYGON((-58.758313 -34.536408,-58.757417 -34.535967,-58.757810 -34.535417,-58.757871 -34.535422,-58.758737 -34.535838,-58.758716 -34.535880,-58.758670 -34.535969,-58.758627 -34.535960,-58.758313 -34.536408))"
4737,"La Esperanza",17,0,"Década 1980","Asentamiento","NO","Conexión irregular a la red","Desagüe sólo a pozo negro/ciego u hoyo","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.779486 -34.49663, -58.779239 -34.496519, -58.780451 -34.494985, -58.780725 -34.495122, -58.779486 -34.49663))","06","Buenos Aires","06412","José C. Paz","064121603","",0.00558613908131,-34.495797,-58.779989,"POLYGON((-58.779486 -34.49663,-58.779239 -34.496519,-58.780451 -34.494985,-58.780725 -34.495122,-58.779486 -34.49663))"
993,"Frino",99,0,"Década 1990","Asentamiento","NO","Conexión irregular a la red","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.781592708195 -34.505031257767, -58.779252714725 -34.503791319191, -58.778578498761 -34.503424563067, -58.779370697541 -34.502397571259, -58.780575198736 -34.503048291925, -58.781337731351 -34.502024964081, -58.781701852458 -34.502207931151, -58.781771418133 -34.502214845716, -58.7831567623 -34.502955907624, -58.781592708195 -34.505031257767))","06","Buenos Aires","06412","José C. Paz","064121605","",0.07106903891437,-34.503448,-58.780998,"POLYGON((-58.781592 -34.505031,-58.779252 -34.503791,-58.778578 -34.503424,-58.779370 -34.502397,-58.780575 -34.503048,-58.781337 -34.502024,-58.781701 -34.502207,-58.781771 -34.502214,-58.783156 -34.502955,-58.781592 -34.505031))"
1383,"Viena",495,0,"Década 1980","Villa","NO","Conexión irregular a la red","Desagüe sólo a pozo negro/ciego u hoyo","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.770790242162 -34.497718466173, -58.779372056184 -34.502351716668, -58.777731345304 -34.50443682679, -58.774880740738 -34.502915086202, -58.769152590485 -34.499901748032, -58.770790242162 -34.497718466173))","06","Buenos Aires","06412","José C. Paz","064121606","",0.26250983047263,-34.501086,-58.77424,"POLYGON((-58.770790 -34.497718,-58.779372 -34.502351,-58.777731 -34.504436,-58.774880 -34.502915,-58.769152 -34.499901,-58.770790 -34.497718))"
6331,"León",88,2019,"Década 2010","Asentamiento","NO","Conexión irregular a la red","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo comunitaria","Gas en garrafa","POLYGON((-58.775457463293 -34.495524956181, -58.77696244853 -34.496332809292, -58.775882971213 -34.497678645318, -58.774399462772 -34.496902817324, -58.775457463293 -34.495524956181))","06","Buenos Aires","06412","José C. Paz","064121607","",0.02936007037941,-34.496607,-58.775676,"POLYGON((-58.775457 -34.495524,-58.776962 -34.496332,-58.775882 -34.497678,-58.774399 -34.496902,-58.775457 -34.495524))"
6328,"Frino",55,0,"Década 1990","Asentamiento","NO","Conexión formal a la red con medidor domiciliario con factura","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.773126561698 -34.5048246752, -58.77468300521 -34.505634025827, -58.773879314379 -34.506698067209, -58.772305891483 -34.505854757816, -58.773126561698 -34.5048246752))","06","Buenos Aires","06412","José C. Paz","064121613","",0.02353382383467,-34.505756,-58.7735,"POLYGON((-58.773126 -34.504824,-58.774683 -34.505634,-58.773879 -34.506698,-58.772305 -34.505854,-58.773126 -34.504824))"
1521,"Providencia",385,0,"Década 1990","Asentamiento","NO","Conexión irregular a la red","Desagüe sólo a pozo negro/ciego u hoyo","Bomba de agua de pozo comunitaria","Gas en garrafa","POLYGON((-58.736343716057 -34.532079665438, -58.736223801805 -34.5320589931, -58.736137845788 -34.532037970845, -58.735998054917 -34.531964569083, -58.735814528944 -34.531763048358, -58.735190202 -34.531206715, -58.734666019022 -34.530731596179, -58.735091263388 -34.530507675233, -58.735200553244 -34.530514249059, -58.735296695448 -34.530552870287, -58.73545939764 -34.530662981871, -58.735586168942 -34.530685476269, -58.736459440911 -34.530031894581, -58.735498018867 -34.529198662144, -58.736129813345 -34.528723859739, -58.737655877232 -34.53013050197, -58.739125949057 -34.531497857765, -58.73828881341 -34.53211744086, -58.738269159529 -34.532098349502, -58.73779228412 -34.532432573641, -58.737755306349 -34.532396006734, -58.737382194737 -34.532663007539, -58.737212143981 -34.532746062965, -58.736343716057 -34.532079665438))","06","Buenos Aires","06412","José C. Paz","064121902","",0.0794495171862,-34.530979,-58.736929,"POLYGON((-58.736343 -34.532079,-58.736223 -34.532058,-58.736137 -34.532037,-58.735998 -34.531964,-58.735814 -34.531763,-58.735190 -34.531206,-58.734666 -34.530731,-58.735091 -34.530507,-58.735200 -34.530514,-58.735296 -34.530552,-58.735459 -34.530662,-58.735586 -34.530685,-58.736459 -34.530031,-58.735498 -34.529198,-58.736129 -34.528723,-58.737655 -34.530130,-58.739125 -34.531497,-58.738288 -34.532117,-58.738269 -34.532098,-58.737792 -34.532432,-58.737755 -34.532396,-58.737382 -34.532663,-58.737212 -34.532746,-58.736343 -34.532079))"
1557,"La Triangulito",39,0,"Década 1970","Asentamiento","NO","Conexión irregular a la red","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo comunitaria","Gas en garrafa","POLYGON((-58.771095240298 -34.522077779728, -58.77063728659 -34.522641732135, -58.770535812519 -34.522617326438, -58.770492750746 -34.522527795302, -58.770398739226 -34.521853564184, -58.770612918659 -34.52162239625, -58.770804650314 -34.521696302842, -58.77068946777 -34.521864497455, -58.771095240298 -34.522077779728))","06","Buenos Aires","06412","José C. Paz","064122103","",0.00386155464349,-34.52213,-58.770674,"POLYGON((-58.771095 -34.522077,-58.770637 -34.522641,-58.770535 -34.522617,-58.770492 -34.522527,-58.770398 -34.521853,-58.770612 -34.521622,-58.770804 -34.521696,-58.770689 -34.521864,-58.771095 -34.522077))"
1537,"Estación Piñero",220,0,"Década 1980","Villa","NO","Conexión formal a la red con medidor domiciliario con factura","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo comunitaria","Gas en garrafa","POLYGON((-58.772365451 -34.515079121, -58.772639036 -34.515755403, -58.769277547479 -34.516707122038, -58.769116766699 -34.516178110076, -58.768887759182 -34.515661789225, -58.768762563479 -34.515324986703, -58.770396709 -34.514858113, -58.772107959 -34.514407255, -58.772365451 -34.515079121))","06","Buenos Aires","06412","José C. Paz","064122205","",0.05169570045843,-34.515545,-58.770694,"POLYGON((-58.772365 -34.515079,-58.772639 -34.515755,-58.769277 -34.516707,-58.769116 -34.516178,-58.768887 -34.515661,-58.768762 -34.515324,-58.770396 -34.514858,-58.772107 -34.514407,-58.772365 -34.515079))"
6334,"Sol y Verde",616,0,"Década 1980","Asentamiento","NO","Conexión regular a la red con medidor domiciliario pero sin factura","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.798401583258 -34.503520015633, -58.798237008969 -34.503182540268, -58.79642796845 -34.503750910157, -58.796598746419 -34.504094598067, -58.791278175387 -34.505848079609, -58.791234662357 -34.505746791807, -58.792045977515 -34.504833415647, -58.791350999663 -34.504343667164, -58.795339563959 -34.502989775517, -58.795626966603 -34.503621553658, -58.798814043403 -34.502619975786, -58.798465963721 -34.50202757294, -58.800057945158 -34.501483982984, -58.800215954261 -34.501827782971, -58.801750479719 -34.501335853445, -58.801597429629 -34.501010828406, -58.805788721443 -34.499662349733, -58.806084963452 -34.500300122825, -58.80691588031 -34.50003524591, -58.806604796041 -34.499394411402, -58.808965810477 -34.498668357014, -58.808676193948 -34.498047626537, -58.809689877338 -34.497728145548, -58.810086908803 -34.498597473513, -58.80972936803 -34.498940892247, -58.810196468983 -34.499349693417, -58.810783768207 -34.498775613845, -58.811602610578 -34.499492262926, -58.808248466288 -34.500529094169, -58.798401583258 -34.503520015633))","06","Buenos Aires","06412","José C. Paz","064122309","",0.26468305436408,-34.50173,-58.801895,"POLYGON((-58.798401 -34.503520,-58.798237 -34.503182,-58.796427 -34.503750,-58.796598 -34.504094,-58.791278 -34.505848,-58.791234 -34.505746,-58.792045 -34.504833,-58.791350 -34.504343,-58.795339 -34.502989,-58.795626 -34.503621,-58.798814 -34.502619,-58.798465 -34.502027,-58.800057 -34.501483,-58.800215 -34.501827,-58.801750 -34.501335,-58.801597 -34.501010,-58.805788 -34.499662,-58.806084 -34.500300,-58.806915 -34.500035,-58.806604 -34.499394,-58.808965 -34.498668,-58.808676 -34.498047,-58.809689 -34.497728,-58.810086 -34.498597,-58.809729 -34.498940,-58.810196 -34.499349,-58.810783 -34.498775,-58.811602 -34.499492,-58.808248 -34.500529,-58.798401 -34.503520))"
1082,"Estación Sol y Verde",50,2012,"Década 2010","Villa","NO","Conexión irregular a la red","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo domiciliaria","Gas en garrafa","MULTIPOLYGON(((-58.796609057629 -34.505275371926, -58.79655926368 -34.505236539618, -58.796366786345 -34.504716719674, -58.797911776654 -34.504246312191, -58.798141771073 -34.504823274948, -58.796810680916 -34.505224981421, -58.796609057629 -34.505275371926)), ((-58.800154711471 -34.503518823435, -58.80032567529 -34.503889828852, -58.799787826747 -34.50402830826, -58.799648966926 -34.50367620839, -58.800154711471 -34.503518823435)))","06","Buenos Aires","06412","José C. Paz","064122312","",0.01233327608286,-34.504596,-58.79773,"MULTIPOLYGON(((-58.796609 -34.505275,-58.796559 -34.505236,-58.796366 -34.504716,-58.797911 -34.504246,-58.798141 -34.504823,-58.796810 -34.505224,-58.796609 -34.505275)),((-58.800154 -34.503518,-58.800325 -34.503889,-58.799787 -34.504028,-58.799648 -34.503676,-58.800154 -34.503518)))"
919,"Vucetich II",39,0,"Década 1990","Asentamiento","NO","Conexión formal a la red con medidor domiciliario con factura","Desagüe sólo a pozo negro/ciego u hoyo","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.794424529968 -34.506076743547, -58.794427147895 -34.506204214353, -58.794445850196 -34.506418609131, -58.794446435654 -34.50645571336, -58.794467061606 -34.506706694358, -58.794032598226 -34.50680676552, -58.793916314986 -34.506527483756, -58.79387419254 -34.506432018023, -58.793807609434 -34.506268417853, -58.794424529968 -34.506076743547))","06","Buenos Aires","06412","José C. Paz","064122313","",0.00331110868801,-34.506447,-58.79418,"POLYGON((-58.794424 -34.506076,-58.794427 -34.506204,-58.794445 -34.506418,-58.794446 -34.506455,-58.794467 -34.506706,-58.794032 -34.506806,-58.793916 -34.506527,-58.793874 -34.506432,-58.793807 -34.506268,-58.794424 -34.506076))"
