"ID Renabap","Nombre del barrio","Cantidad de familias que viven en el barrio","Año de creación del barrio","Década de creación del barrio","Tipología barrial","Situación dominial","Situación predominante sobre la conexión a la energía eléctrica ","Situación predominante sobre la conexión a la red cloacal","Situación predominante sobre la conexión a la red de agua","Situación predominante sobre la conexión a la red de gas","wkt","Código de provincia","Nombre de provincia","Código de departamento","Nombre de departamento","Código de radio","Nombre de radio","Superficie en km2","Latitud del centroide","Longitud del centroide","Geometría en WKT"
453,"Asamblea y Buenos Aires",110,0,"Década 1990","Asentamiento","NO","Conexión regular a la red con medidor prepago","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.752757689794 -34.48980549317, -58.75377492332 -34.490341551086, -58.753927763509 -34.490470567503, -58.754282338764 -34.4906232, -58.753883957116 -34.491178138764, -58.753384352996 -34.49086940412, -58.753065920412 -34.491235538764, -58.752087893147 -34.49072189588, -58.7523783897 -34.490349842884, -58.751371130043 -34.489779195688, -58.751747852945 -34.489248109247, -58.752282241199 -34.489521760062, -58.752616294761 -34.489085811933, -58.752734040534 -34.489115664459, -58.752920817476 -34.488868512369, -58.753338350936 -34.489041142884, -58.752757689794 -34.48980549317))","06","Buenos Aires","06515","Malvinas Argentinas","065151714","",0.02936382017079,-34.490168,-58.752799,"POLYGON((-58.752757 -34.489805,-58.753774 -34.490341,-58.753927 -34.490470,-58.754282 -34.490623,-58.753883 -34.491178,-58.753384 -34.490869,-58.753065 -34.491235,-58.752087 -34.490721,-58.752378 -34.490349,-58.751371 -34.489779,-58.751747 -34.489248,-58.752282 -34.489521,-58.752616 -34.489085,-58.752734 -34.489115,-58.752920 -34.488868,-58.753338 -34.489041,-58.752757 -34.489805))"
228,"Iparaguirre",66,0,"Década 1980","Asentamiento","NO","Conexión irregular a la red","Desagüe a cámara séptica y pozo ciego","Conexión formal a la red de agua con factura","Conexión formal a la red de gas con factura","POLYGON((-58.745379134343 -34.48266570141, -58.744688378707 -34.482313945322, -58.74522563309 -34.481638265796, -58.745904108626 -34.481988337644, -58.745379134343 -34.48266570141))","06","Buenos Aires","06515","Malvinas Argentinas","065151801","",0.00662001083616,-34.482152,-58.745298,"POLYGON((-58.745379 -34.482665,-58.744688 -34.482313,-58.745225 -34.481638,-58.745904 -34.481988,-58.745379 -34.482665))"
258,"Uruguay y Hernández",34,0,"Década 1990","Villa","NO","Conexión irregular a la red","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.750503182668 -34.484052460606, -58.75055328025 -34.484138992793, -58.750219048128 -34.48458673771, -58.749746491271 -34.484333639461, -58.749745632578 -34.48423746577, -58.75002267797 -34.483815504327, -58.750322001498 -34.483957462912, -58.750503182668 -34.484052460606))","06","Buenos Aires","06515","Malvinas Argentinas","065151804","",0.00366838096347,-34.484199,-58.750135,"POLYGON((-58.750503 -34.484052,-58.750553 -34.484138,-58.750219 -34.484586,-58.749746 -34.484333,-58.749745 -34.484237,-58.750022 -34.483815,-58.750322 -34.483957,-58.750503 -34.484052))"
1022,"Pech",770,0,"Década 1960","Asentamiento","NO","Conexión formal a la red con medidor domiciliario con factura","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.755433 -34.482281, -58.751098 -34.487835, -58.748652 -34.486632, -58.75305377 -34.481039267, -58.755433 -34.482281))","06","Buenos Aires","06515","Malvinas Argentinas","065151804","",0.19146228520073,-34.484451,-58.752053,"POLYGON((-58.755433 -34.482281,-58.751098 -34.487835,-58.748652 -34.486632,-58.753053 -34.481039,-58.755433 -34.482281))"
229,"Pech",29,0,"Década 1980","Asentamiento","NO","Conexión regular a la red con medidor prepago","Desagüe a cámara séptica y pozo ciego","Bomba de agua de pozo domiciliaria","Gas en garrafa","POLYGON((-58.745961284178 -34.483986722086, -58.746507879415 -34.483281546927, -58.747280856288 -34.483705950125, -58.747063237264 -34.484020268581, -58.746835817124 -34.483906447135, -58.74655195481 -34.484278015218, -58.745961284178 -34.483986722086))","06","Buenos Aires","06515","Malvinas Argentinas","065151805","",0.0067015297504,-34.483788,-58.746599,"POLYGON((-58.745961 -34.483986,-58.746507 -34.483281,-58.747280 -34.483705,-58.747063 -34.484020,-58.746835 -34.483906,-58.746551 -34.484278,-58.745961 -34.483986))"
232,"Pech",33,0,"Década 1980","Asentamiento","NO","Conexión irregular a la red","Desagüe sólo a pozo negro/ciego u hoyo","Bomba de agua de pozo domiciliaria","Conexión formal a la red de gas con factura","MULTIPOLYGON(((-58.749439344688 -34.48702009149, -58.749867093901 -34.48723108369, -58.749660137072 -34.487504335883, -58.749752374099 -34.487555066248, -58.749392649693 -34.488027781012, -58.748883040118 -34.487748764005, -58.749439344688 -34.48702009149)), ((-58.748449526091 -34.487619632167, -58.748345759435 -34.487762599559, -58.748507174233 -34.487845612883, -58.748274275739 -34.488163830627, -58.747686264691 -34.487845612883, -58.748025235766 -34.487395957376, -58.748449526091 -34.487619632167)))","06","Buenos Aires","06515","Malvinas Argentinas","065151806","",0.00853881327233,-34.487632,-58.748874,"MULTIPOLYGON(((-58.749439 -34.487020,-58.749867 -34.487231,-58.749660 -34.487504,-58.749752 -34.487555,-58.749392 -34.488027,-58.748883 -34.487748,-58.749439 -34.487020)),((-58.748449 -34.487619,-58.748345 -34.487762,-58.748507 -34.487845,-58.748274 -34.488163,-58.747686 -34.487845,-58.748025 -34.487395,-58.748449 -34.487619)))"
1244,"Lavallol",165,0,"Década 1940","Asentamiento","NO","Conexión irregular a la red","Desagüe a cámara séptica y pozo ciego","Conexión formal a la red de agua con factura","Gas en garrafa","MULTIPOLYGON(((-58.733352452054 -34.494743737134, -58.733259851561 -34.494905787772, -58.732894080198 -34.494739106524, -58.732759198 -34.494735073, -58.732426448022 -34.495169699222, -58.731356913091 -34.494600206235, -58.731870845063 -34.493919593015, -58.732398667964 -34.494211284523, -58.732936978 -34.49454496, -58.733056923 -34.494591383, -58.733352452054 -34.494743737134)), ((-58.733722854026 -34.494817816989, -58.733097800923 -34.494498345422, -58.734283085796 -34.493007479012, -58.734602557362 -34.492616581835, -58.734883661879 -34.492764742444, -58.734784439869 -34.492927457318, -58.734945179277 -34.49303062936, -58.735065559828 -34.493123229853, -58.735172446809 -34.493071888521, -58.735474694223 -34.49273061221, -58.735570824297 -34.493734028376, -58.735451142168 -34.493720144193, -58.735296381832 -34.493548543148, -58.735079449857 -34.49385014287, -58.734773868319 -34.493678831913, -58.734598719056 -34.49367465726, -58.734046955303 -34.494415005248, -58.733722854026 -34.494817816989)))","06","Buenos Aires","06515","Malvinas Argentinas","065151901","",0.03219434216793,-34.49398,-58.733623,"MULTIPOLYGON(((-58.733352 -34.494743,-58.733259 -34.494905,-58.732894 -34.494739,-58.732759 -34.494735,-58.732426 -34.495169,-58.731356 -34.494600,-58.731870 -34.493919,-58.732398 -34.494211,-58.732936 -34.494544,-58.733056 -34.494591,-58.733352 -34.494743)),((-58.733722 -34.494817,-58.733097 -34.494498,-58.734283 -34.493007,-58.734602 -34.492616,-58.734883 -34.492764,-58.734784 -34.492927,-58.734945 -34.493030,-58.735065 -34.493123,-58.735172 -34.493071,-58.735474 -34.492730,-58.735570 -34.493734,-58.735451 -34.493720,-58.735296 -34.493548,-58.735079 -34.493850,-58.734773 -34.493678,-58.734598 -34.493674,-58.734046 -34.494415,-58.733722 -34.494817)))"
240,"Santa Mónica",165,0,"Década 1940","Asentamiento","NO","Conexión irregular a la red","Desagüe sólo a pozo negro/ciego u hoyo","Bomba de agua de pozo domiciliaria","Conexión formal a la red de gas con factura","POLYGON((-58.740299548298 -34.497466230563, -58.739276917262 -34.498683185765, -58.737288765199 -34.497407622601, -58.738100480056 -34.49607723762, -58.73592014275 -34.494825282141, -58.736642142609 -34.493867892765, -58.737766727547 -34.49449976089, -58.737322124594 -34.495060380898, -58.738433394254 -34.495770545319, -58.738164882493 -34.496115490463, -58.740299548298 -34.497466230563))","06","Buenos Aires","06515","Malvinas Argentinas","065151906","",0.06143709121406,-34.496523,-58.738162,"POLYGON((-58.740299 -34.497466,-58.739276 -34.498683,-58.737288 -34.497407,-58.738100 -34.496077,-58.735920 -34.494825,-58.736642 -34.493867,-58.737766 -34.494499,-58.737322 -34.495060,-58.738433 -34.495770,-58.738164 -34.496115,-58.740299 -34.497466))"
246,"Eaton",23,0,"Década 1990","Asentamiento","NO","Conexión irregular a la red","Desagüe sólo a pozo negro/ciego u hoyo","Conexión irregular a la red de agua","Gas en garrafa","MULTIPOLYGON(((-58.739312397 -34.499719868, -58.739314842 -34.49971667, -58.739313715 -34.499718269, -58.739313152 -34.499719069, -58.739312589 -34.499719868, -58.739312397 -34.499719868)), ((-58.73913081 -34.499957422, -58.738917516 -34.499827765, -58.738612589 -34.499666606, -58.738766769 -34.499477826, -58.738845077 -34.499382007, -58.738865249 -34.499351117, -58.738902211 -34.499310928, -58.739307225 -34.499719868, -58.739312397 -34.499719868, -58.73913081 -34.499957422)))","06","Buenos Aires","06515","Malvinas Argentinas","065151908","",0.00220632963003,-34.49965,-58.738973,"MULTIPOLYGON(((-58.739312 -34.499719,-58.739314 -34.499716,-58.739313 -34.499718,-58.739313 -34.499719,-58.739312 -34.499719,-58.739312 -34.499719)),((-58.739130 -34.499957,-58.738917 -34.499827,-58.738612 -34.499666,-58.738766 -34.499477,-58.738845 -34.499382,-58.738865 -34.499351,-58.738902 -34.499310,-58.739307 -34.499719,-58.739312 -34.499719,-58.739130 -34.499957)))"
253,"Eaton",50,0,"Década 1980","Asentamiento","NO","Conexión irregular a la red","Desagüe a cámara séptica y pozo ciego","Conexión irregular a la red de agua","Gas en garrafa","POLYGON((-58.740576182196 -34.500538158201, -58.740826848397 -34.50021706636, -58.74067846 -34.500117696, -58.741163243799 -34.499490235397, -58.741715125682 -34.499777698037, -58.740865588 -34.500884786, -58.740660588757 -34.500775277879, -58.740750200553 -34.5006367819, -58.740576182196 -34.500538158201))","06","Buenos Aires","06515","Malvinas Argentinas","065151908","",0.00731368096135,-34.500133,-58.741097,"POLYGON((-58.740576 -34.500538,-58.740826 -34.500217,-58.740678 -34.500117,-58.741163 -34.499490,-58.741715 -34.499777,-58.740865 -34.500884,-58.740660 -34.500775,-58.740750 -34.500636,-58.740576 -34.500538))"
